index,title,type,release_year,genres,production_countries,imdb_score,imdb_votes
711,Argo,MOVIE,2012,"['drama', 'thriller']","['US', 'GB']",7.7,600392
712,Last Tango in Halifax,SHOW,2012,"['comedy', 'drama', 'romance', 'european']",['GB'],8.3,6844
714,Ink Master,SHOW,2012,['reality'],['US'],7.4,3874
718,Les Misérables,MOVIE,2012,"['drama', 'romance', 'history', 'war']","['GB', 'US']",7.5,325132
719,Arrow,SHOW,2012,"['action', 'crime', 'drama', 'scifi']",['US'],7.5,425716
722,Battleship,MOVIE,2012,"['scifi', 'thriller', 'action', 'documentation']",['US'],5.8,246008
723,Killing Them Softly,MOVIE,2012,"['crime', 'thriller', 'drama']",['US'],6.2,141289
725,Dark Shadows,MOVIE,2012,"['comedy', 'fantasy', 'horror']",['US'],6.2,262998
727,Silver Linings Playbook,MOVIE,2012,"['drama', 'romance', 'comedy']",['US'],7.7,697481
728,The Legend of Korra,SHOW,2012,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",['US'],8.4,117464
729,Sword Art Online,SHOW,2012,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",['JP'],7.6,43727
733,Ninjago: Masters of Spinjitzu,SHOW,2012,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action', 'european']","['DK', 'US']",7.2,4519
734,Total Recall,MOVIE,2012,"['thriller', 'scifi', 'crime', 'action']","['CA', 'US']",6.2,252051
736,Project X,MOVIE,2012,['comedy'],['US'],6.6,204959
737,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']",['JP'],7.5,12278
739,Transformers: Rescue Bots,SHOW,2012,"['action', 'scifi', 'comedy', 'family', 'animation']",['US'],6.4,915
742,Savages,MOVIE,2012,"['thriller', 'action', 'crime', 'drama']",['US'],6.4,129199
745,Comedians in Cars Getting Coffee,SHOW,2012,"['comedy', 'family', 'animation']",['US'],8,12363
746,Lilyhammer,SHOW,2012,"['crime', 'comedy', 'drama']",['NO'],7.9,29196
747,Rurouni Kenshin Part I: Origins,MOVIE,2012,"['drama', 'war', 'action', 'history']",['JP'],7.4,25793
755,Barbie: Life in the Dreamhouse,SHOW,2012,"['animation', 'comedy', 'family']",['US'],7.3,1806
759,Magi,SHOW,2012,"['scifi', 'action', 'comedy', 'animation', 'fantasy']",['JP'],7.8,3899
760,Cuckoo,SHOW,2012,"['comedy', 'drama', 'european']",['GB'],5.9,20
761,Thermae Romae,SHOW,2012,['animation'],['JP'],6.1,108
764,Kuroko's Basketball,SHOW,2012,"['animation', 'comedy', 'sport']",['JP'],8.3,8052
769,Rita,SHOW,2012,"['comedy', 'drama', 'european']",['DK'],8.1,8718
770,John Mulaney: New in Town,MOVIE,2012,"['comedy', 'documentation']",['US'],8.2,6608
772,One Piece Film: Z,MOVIE,2012,"['action', 'animation', 'fantasy']",['JP'],7.8,7002
775,MeatEater,SHOW,2012,['documentation'],['US'],7.5,1462
777,A Perfect Ending,MOVIE,2012,"['drama', 'romance']",['US'],5.7,4308
778,Outback Truckers,SHOW,2012,"['reality', 'documentation']",['AU'],7.4,264
779,LEGO Friends,SHOW,2012,"['animation', 'european']",['US'],7.6,16
780,Quartet,MOVIE,2012,"['romance', 'comedy', 'drama', 'music']",['GB'],6.8,20194
781,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,"['fantasy', 'drama', 'horror', 'animation', 'action']",['JP'],7.7,10257
783,Pablo Escobar: The Drug Lord,SHOW,2012,"['crime', 'drama', 'history', 'thriller']",['CO'],8.4,4923
784,Bill Burr: You People Are All The Same,MOVIE,2012,['comedy'],['US'],8.2,7370
786,The History of Future Folk,MOVIE,2012,"['comedy', 'music', 'scifi']",['US'],7.1,3398
788,Donald Glover: Weirdo,MOVIE,2012,"['comedy', 'documentation']",['US'],7.4,3511
790,Middle of Nowhere,MOVIE,2012,['drama'],['US'],6.5,1818
794,Escape from Planet Earth,MOVIE,2012,"['comedy', 'family', 'scifi', 'animation']","['CA', 'US']",5.8,25639
796,Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,['comedy'],['US'],8,1194
801,The Ultimate Braai Master,SHOW,2012,['reality'],['ZA'],8.2,31
803,Barfi!,MOVIE,2012,"['drama', 'comedy', 'romance']",['IN'],8.1,80643
804,EastSiders,SHOW,2012,"['drama', 'comedy']",['US'],6.8,2723
805,Smile PreCure!,SHOW,2012,"['comedy', 'action', 'scifi', 'family', 'fantasy', 'animation']",['JP'],6.1,388
806,Mosquita y Mari,MOVIE,2012,['drama'],['US'],6.3,918
809,Joan Rivers: Don't Start with Me,MOVIE,2012,['comedy'],['US'],6.6,408
813,Maria Bamford: The Special Special Special!,MOVIE,2012,['comedy'],['US'],7,567
815,Tiger & Bunny: The Beginning,MOVIE,2012,"['scifi', 'animation', 'action']",['JP'],6.7,216
818,Big Time Movie,MOVIE,2012,"['comedy', 'family', 'music']",['US'],6.1,1936
819,The American Bible Challenge,SHOW,2012,['family'],['US'],6.4,125
820,A World Not Ours,MOVIE,2012,"['documentation', 'history']",['PS'],7.8,376
824,Jeff Dunham: Minding the Monsters,MOVIE,2012,['comedy'],['US'],7,1401
828,Kyaa Super Kool Hain Hum,MOVIE,2012,"['drama', 'comedy']",['IN'],5,3885
829,Talaash,MOVIE,2012,"['thriller', 'crime', 'fantasy', 'drama']",['IN'],7.3,41752
830,Masha's tales,SHOW,2012,"['animation', 'family']",['RU'],6.4,89
831,El Reemplazante,SHOW,2012,['drama'],['CL'],8.5,755
832,Rowdy Rathore,MOVIE,2012,"['crime', 'action', 'comedy']",['IN'],5.9,22243
833,Blitz Patrollie,MOVIE,2012,"['comedy', 'action', 'crime']",['US'],5.4,145
834,OMG: Oh My God!,MOVIE,2012,"['fantasy', 'drama', 'comedy']",['IN'],8.1,57449
835,6 Bullets,MOVIE,2012,"['thriller', 'drama', 'action', 'crime']",['US'],6,14898
836,Material,MOVIE,2012,"['comedy', 'drama']",['ZA'],7.3,950
844,Paan Singh Tomar,MOVIE,2012,"['drama', 'sport', 'thriller', 'action', 'crime']",['IN'],8.2,35888
846,Kath & Kimderella,MOVIE,2012,['comedy'],['AU'],5.3,1333
849,Grandmaster,MOVIE,2012,"['thriller', 'action']",['IN'],6.9,2165
850,Arjun: The Warrior Prince,MOVIE,2012,"['animation', 'action', 'drama']",['IN'],6.7,14
852,Mugamoodi,MOVIE,2012,['action'],['IN'],5.1,1176
853,Players,MOVIE,2012,"['thriller', 'crime', 'action']",['IN'],4.2,4490
854,Tere Naal Love Ho Gaya,MOVIE,2012,"['romance', 'drama', 'comedy']",['IN'],5.8,4359
855,FRED 3: Camp Fred,MOVIE,2012,"['comedy', 'family']",['US'],2,2625
856,Kalakalappu,MOVIE,2012,['comedy'],['IN'],6.9,1342
857,Meet the Adebanjos,SHOW,2012,['comedy'],['GB'],7.6,76
858,Katt Williams: Kattpacalypse,MOVIE,2012,['comedy'],['US'],5.5,635
860,Luv Shuv Tey Chicken Khurana,MOVIE,2012,['comedy'],['IN'],6.6,3905
863,10 jours en or,MOVIE,2012,"['comedy', 'drama', 'european']",['FR'],6,1003
864,26 Years,MOVIE,2012,"['thriller', 'crime', 'drama']",['KR'],6.3,1178
867,"All's Well, Ends Well",MOVIE,2012,['comedy'],['HK'],5.1,334
869,Vettai,MOVIE,2012,"['thriller', 'action']",['IN'],6,2433
870,Tita Rahiba,MOVIE,2012,"['comedy', 'drama']",['XX'],5.2,700
871,Ek Main Aur Ekk Tu,MOVIE,2012,"['drama', 'comedy', 'romance']",['IN'],5.8,6754
872,Last Flight to Abuja,MOVIE,2012,"['action', 'thriller', 'drama']","['GB', 'NG']",4.5,347
877,Department,MOVIE,2012,"['thriller', 'action', 'crime']",['IN'],3.2,1049
879,The Mistress,MOVIE,2012,"['romance', 'drama']",['PH'],6.3,359
882,Ferrari Ki Sawaari,MOVIE,2012,"['comedy', 'family', 'sport', 'drama']",['IN'],6.4,5411
885,Chhota Bheem and the Broken Amulet,MOVIE,2012,['animation'],['IN'],7.5,16
886,One More Try,MOVIE,2012,['drama'],['PH'],5.9,202
887,Thaandavam,MOVIE,2012,"['action', 'thriller']",['IN'],6.1,2034
888,Aiyyaa,MOVIE,2012,"['comedy', 'romance']",['IN'],4.3,1871
889,Blood Money,MOVIE,2012,"['drama', 'thriller', 'action', 'crime']",['IN'],5.1,1533
890,Heroine,MOVIE,2012,['drama'],['IN'],5,4312
891,Bwakaw,MOVIE,2012,"['drama', 'comedy']",['PH'],7.1,296
892,"Love, Now",SHOW,2012,"['drama', 'comedy']",['TW'],7.6,116
894,Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,['animation'],['IN'],7.8,12
895,Sisterakas,MOVIE,2012,"['drama', 'comedy']",['PH'],5.2,286
897,Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,['animation'],['XX'],7.8,41
898,The Rise of Kirmada,MOVIE,2012,['animation'],['IN'],8,53
899,Husbands in Goa,MOVIE,2012,['comedy'],['IN'],3.8,278
902,Takki,SHOW,2012,['drama'],['SA'],6.5,250
905,Phone Swap,MOVIE,2012,"['comedy', 'romance']",['NG'],6.4,170
909,Yours Fatefully,SHOW,2012,"['drama', 'comedy', 'romance']",['SG'],6.8,14
910,Moshe Kasher: Live in Oakland,MOVIE,2012,['comedy'],['US'],6.7,330
916,Peaky Blinders,SHOW,2013,"['drama', 'crime', 'european']",['GB'],8.8,485506
917,Attack on Titan,SHOW,2013,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",['JP'],9,325381
918,The Blacklist,SHOW,2013,"['drama', 'crime', 'thriller']",['US'],8,238138
925,Her,MOVIE,2013,"['drama', 'romance', 'scifi']",['US'],8,586679
926,42,MOVIE,2013,"['drama', 'sport']",['US'],7.5,93314
928,The Call,MOVIE,2013,"['crime', 'thriller', 'drama', 'horror', 'european']",['US'],6.7,120475
932,Oldboy,MOVIE,2013,"['thriller', 'action', 'drama']",['US'],5.7,75015
933,Rush,MOVIE,2013,"['drama', 'action', 'sport', 'european']","['US', 'DE', 'GB']",8.1,465254
934,Reign,SHOW,2013,"['drama', 'fantasy']",['US'],7.5,47751
936,Begin Again,MOVIE,2013,"['comedy', 'music', 'romance', 'drama']",['US'],7.4,154049
937,The Conjuring,MOVIE,2013,"['thriller', 'horror']",['US'],7.5,491048
938,Insidious: Chapter 2,MOVIE,2013,"['thriller', 'horror']",['US'],6.5,167549
940,House of Cards,SHOW,2013,['drama'],['US'],8.7,494092
943,Olympus Has Fallen,MOVIE,2013,"['thriller', 'action', 'drama']",['US'],6.5,272334
945,Orange Is the New Black,SHOW,2013,"['drama', 'comedy', 'crime']",['US'],8.1,295591
946,The Originals,SHOW,2013,"['scifi', 'drama', 'fantasy', 'horror']",['US'],8.3,131574
951,Wentworth,SHOW,2013,"['drama', 'crime', 'thriller']",['AU'],8.6,21747
953,The Green Inferno,MOVIE,2013,"['horror', 'thriller']","['CA', 'CL', 'US']",5.3,43149
954,Dark Skies,MOVIE,2013,"['thriller', 'horror', 'scifi', 'documentation']",['US'],6.3,75139
955,KILL la KILL,SHOW,2013,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7.9,13372
956,The Frozen Ground,MOVIE,2013,"['thriller', 'drama', 'crime']",['US'],6.4,62183
959,Empire State,MOVIE,2013,"['drama', 'crime', 'thriller', 'action', 'european']",['US'],5.2,21368
960,Derek,SHOW,2013,"['drama', 'comedy', 'european']",['GB'],8.1,31976
961,Shrek the Musical,MOVIE,2013,"['fantasy', 'family', 'comedy']",['US'],6.9,3634
962,The Butler,MOVIE,2013,"['drama', 'european']",['US'],7.2,114013
963,The Thundermans,SHOW,2013,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],5.6,5340
964,Hemlock Grove,SHOW,2013,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",['US'],7,39590
965,Scary Movie 5,MOVIE,2013,"['comedy', 'horror']",['US'],3.5,70814
967,Sofia the First,SHOW,2013,"['family', 'fantasy', 'animation']",['US'],6.8,2915
969,Cloudy with a Chance of Meatballs 2,MOVIE,2013,"['comedy', 'family', 'fantasy', 'scifi', 'drama', 'animation']",['US'],6.3,100637
971,Shtisel,SHOW,2013,['drama'],['IL'],8.6,6958
972,The Chase,SHOW,2013,['reality'],['US'],7.5,886
975,Texas Chainsaw 3D,MOVIE,2013,"['horror', 'thriller']",['US'],4.8,49312
978,The Next Step,SHOW,2013,"['drama', 'romance', 'family']",['CA'],5.9,1928
984,Zach Stone Is Gonna Be Famous,SHOW,2013,['comedy'],['US'],8.3,3616
987,The Railway Man,MOVIE,2013,"['drama', 'european', 'war', 'romance']","['GB', 'AU', 'CH']",7.1,39743
989,Dreamworks How to Train Your Dragon Legends,SHOW,2013,['animation'],['US'],7.3,264
990,Life of Crime,MOVIE,2013,"['comedy', 'crime']",['US'],5.8,18793
992,Rabbids Invasion,SHOW,2013,"['comedy', 'animation', 'family', 'european']","['FR', 'US']",5.5,1802
994,The Cat in the Hat Knows a Lot About That!,SHOW,2013,"['animation', 'fantasy', 'scifi', 'comedy', 'family']","['US', 'GB', 'CA']",6.4,620
998,The Big Wedding,MOVIE,2013,"['comedy', 'drama', 'romance']",['US'],5.6,49549
1004,Ever After High,SHOW,2013,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']",['CA'],7.7,1130
1005,Yowamushi Pedal,SHOW,2013,"['comedy', 'drama', 'sport', 'animation']",['JP'],7.7,808
1006,Sam & Cat,SHOW,2013,"['drama', 'family', 'comedy']",['US'],5.6,9507
1007,Bo Burnham: What.,MOVIE,2013,"['comedy', 'music', 'documentation']",['US'],8.3,11488
1008,The Smurfs 2,MOVIE,2013,"['fantasy', 'animation', 'comedy', 'family']",['US'],5.3,41571
1009,Metallica: Through the Never,MOVIE,2013,['music'],['US'],7.1,17433
1013,Thanks for Sharing,MOVIE,2013,"['drama', 'comedy', 'romance']",['US'],6.4,28204
1016,The Heirs,SHOW,2013,"['drama', 'comedy', 'romance']",['KR'],7.5,10329
1017,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,"['horror', 'thriller', 'drama']",['US'],5.2,17170
1019,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,"['drama', 'documentation', 'comedy', 'romance']",['US'],8,3284
1020,Elena,MOVIE,2013,"['documentation', 'european', 'drama', 'family']","['US', 'BR']",7.6,1823
1022,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,"['fantasy', 'action', 'drama', 'horror', 'romance', 'animation']",['JP'],7.8,9942
1024,The Haunted Hathaways,SHOW,2013,"['comedy', 'family', 'fantasy']",['US'],5,2471
1027,Angry Birds Toons,SHOW,2013,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI'],6.2,800
1028,We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,['documentation'],['US'],6.9,7873
1030,Free Birds,MOVIE,2013,"['comedy', 'family', 'scifi', 'animation']",['US'],5.8,23917
1031,The Square,MOVIE,2013,"['drama', 'history', 'documentation']","['GB', 'US', 'EG']",8.1,8949
1032,The Short Game,MOVIE,2013,"['documentation', 'sport']",['US'],7.3,1518
1034,Underdogs,MOVIE,2013,"['romance', 'drama', 'documentation', 'sport', 'animation', 'family']","['AR', 'ES']",6.5,9535
1035,Jinxed,MOVIE,2013,"['fantasy', 'comedy', 'family']","['CA', 'US']",6.4,1444
1036,Mako Mermaids: An H2O Adventure,SHOW,2013,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['AU'],6.7,3924
1043,Buddies,MOVIE,2013,"['drama', 'comedy', 'documentation', 'european']",['BR'],6.6,1076
1044,Chennai Express,MOVIE,2013,"['romance', 'comedy', 'drama', 'action']",['IN'],6.1,53293
1045,Lalaloopsy,SHOW,2013,['animation'],['US'],6.4,104
1048,Pac-Man and the Ghostly Adventures,SHOW,2013,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US', 'CA', 'JP']",4.8,635
1051,Black Ink Crew New York,SHOW,2013,['reality'],['US'],4.6,459
1052,Nagi-Asu: A Lull in the Sea,SHOW,2013,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],7.3,1152
1053,The Berlin File,MOVIE,2013,"['thriller', 'action']",['KR'],6.6,7103
1054,Omar,MOVIE,2013,"['thriller', 'war', 'crime', 'drama', 'romance']",['PS'],7.5,14230
1057,Dabbe: The Possession,MOVIE,2013,['horror'],['TR'],6.8,5635
1062,20 Minutes,SHOW,2013,"['action', 'drama', 'romance']",['TR'],7.3,1681
1064,Blind Detective,MOVIE,2013,"['crime', 'drama', 'thriller', 'action', 'comedy']","['CN', 'HK']",6.4,3255
1067,Dokidoki! PreCure,SHOW,2013,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",['JP'],6.3,188
1084,ABCD,MOVIE,2013,"['drama', 'music']",['IN'],6.3,6898
1086,City of God: 10 Years Later,MOVIE,2013,['documentation'],['BR'],6.4,1299
1087,Birth Reborn,MOVIE,2013,"['documentation', 'family', 'history']",['BR'],7.8,249
1088,Bombay Talkies,MOVIE,2013,['drama'],['IN'],6.6,5372
1089,Kai Po Che!,MOVIE,2013,"['drama', 'sport']",['IN'],7.8,36512
1093,Fukrey,MOVIE,2013,"['romance', 'comedy', 'drama']",['IN'],6.9,11656
1100,Boss,MOVIE,2013,"['action', 'comedy', 'crime', 'drama']",['IN'],5.3,11059
1101,"That Winter, the Wind Blows",SHOW,2013,['drama'],['KR'],7.6,1803
1106,Four Sisters and a Wedding,MOVIE,2013,"['drama', 'comedy']",['PH'],7.2,789
1107,Special 26,MOVIE,2013,"['thriller', 'crime', 'drama']",['IN'],8,55489
1108,Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,"['crime', 'drama', 'romance', 'action']",['IN'],4.6,7127
