index,title,type,release_year,genres,production_countries,imdb_score,imdb_votes
2957,Droppin' Cash: Los Angeles,SHOW,2018,['reality'],[],3.4,116
2959,Night of Knots,MOVIE,2018,['comedy'],['TR'],5.4,1282
2961,Marlon Wayans: Woke-ish,MOVIE,2018,"['comedy', 'documentation']",['US'],6.5,1390
2964,Music Teacher,MOVIE,2018,"['drama', 'romance']",['IN'],6.2,684
2967,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,"['comedy', 'drama']",['MX'],6.4,816
2968,Munafik 2,MOVIE,2018,['horror'],['MY'],6.3,1654
2969,The Hows of Us,MOVIE,2018,"['drama', 'comedy', 'romance']",['PH'],6.7,2695
2970,Regiment Diaries,SHOW,2018,['documentation'],[],8.6,80
2975,Robozuna,SHOW,2018,['animation'],['GB'],6.6,92
2976,Malena Pichot: Estupidez compleja,MOVIE,2018,['comedy'],['AR'],5.7,360
2977,Chief Daddy,MOVIE,2018,"['comedy', 'drama']",['NG'],4.7,269
2978,Adhugo,MOVIE,2018,['drama'],['IN'],5.9,65
2979,Solo el amor,MOVIE,2018,"['romance', 'drama', 'music', 'comedy']",['AR'],4.7,68
2980,Hedefim Sensin,MOVIE,2018,['comedy'],['TR'],6.2,4384
2981,Deliha 2,MOVIE,2018,['comedy'],['TR'],4.7,2554
2982,Spivak,MOVIE,2018,['comedy'],['US'],5.6,732
2985,Check The Store Next Door,SHOW,2018,"['comedy', 'drama']",['ID'],7.8,129
2986,Late Life: The Chien-Ming Wang Story,MOVIE,2018,"['documentation', 'sport']","['TW', 'US']",7.2,465
2988,Aiyaary,MOVIE,2018,"['thriller', 'action', 'drama']",['IN'],5.2,4671
2989,Battlefish,SHOW,2018,['reality'],['US'],7,426
2990,Pulang,MOVIE,2018,"['drama', 'romance', 'action']",['MY'],6.7,594
2991,A Little Help with Carol Burnett,SHOW,2018,[],['US'],6.3,233
2994,Ayotzinapa: The Turtle's Pace,MOVIE,2018,['documentation'],['MX'],7.4,204
2996,"I, Potro",MOVIE,2018,"['comedy', 'sport']","['MX', 'AR']",6.2,493
2999,Vanjagar Ulagam,MOVIE,2018,"['thriller', 'action', 'crime', 'drama']",['IN'],6,258
3001,Luciano Mellera: Infantiloide,MOVIE,2018,['comedy'],['AR'],7.5,1516
3002,My Travel Buddy 2,MOVIE,2018,['comedy'],['TR'],5.8,3217
3005,Hantu Kak Limah,MOVIE,2018,"['horror', 'comedy']",['MY'],5.6,677
3007,Garbage,MOVIE,2018,"['thriller', 'drama']",['IN'],3.4,1004
3008,Teefa in Trouble,MOVIE,2018,"['drama', 'comedy', 'crime', 'romance', 'action']",['PK'],7.3,3569
3012,The Royal Hibiscus Hotel,MOVIE,2018,"['comedy', 'romance']",['NG'],5.5,276
3013,Kulipari: Dream Walker,SHOW,2018,"['fantasy', 'animation', 'action']",['US'],7.7,91
3021,Fantastica,MOVIE,2018,"['fantasy', 'comedy']",['PH'],3.6,212
3023,Agustín Aristarán: Soy Rada,MOVIE,2018,['comedy'],['AR'],6.1,121
3026,Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,"['comedy', 'drama', 'family']",['US'],6.7,5633
3029,Penalty Kick,MOVIE,2018,['comedy'],"['MX', 'CO']",3.7,280
3030,Noblemen,MOVIE,2018,['drama'],['IN'],5.6,274
3035,Mama's Boy,MOVIE,2018,['comedy'],['EG'],6.1,987
3038,Puppy Star Christmas,MOVIE,2018,"['family', 'comedy']",['US'],3.6,248
3039,Mo Amer: The Vagabond,MOVIE,2018,"['comedy', 'documentation']",['US'],7.3,799
3040,Marriage Palace,MOVIE,2018,['comedy'],['XX'],6.2,180
3042,Harvey Street Kids,SHOW,2018,"['action', 'family', 'animation', 'comedy']",['US'],6.8,249
3047,Exes Baggage,MOVIE,2018,"['drama', 'romance']",['PH'],6.4,267
3048,Mauli,MOVIE,2018,"['drama', 'action']",['IN'],5.6,362
3050,Voulez-vous rire avec moi ce soir?,MOVIE,2018,"['documentation', 'european']",['FR'],6.8,43
3051,La Leyenda del Diamante,MOVIE,2018,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']",['MX'],3.4,48
3052,Pup Star: World Tour,MOVIE,2018,"['comedy', 'family']","['CA', 'JP', 'US']",3.8,207
3062,Merku Thodarchi Malai,MOVIE,2018,['drama'],['IN'],8.6,1810
3063,Natalia Valdebenito: El especial,MOVIE,2018,['comedy'],['CL'],5.1,82
3064,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,['comedy'],"['CL', 'MX', 'US']",4.8,71
3065,Arango y Sanint: Ríase el show,MOVIE,2018,['comedy'],['CO'],4,42
3067,Adel Karam: Live from Beirut,MOVIE,2018,['comedy'],['LB'],5.5,144
3070,Alejandro Riaño: Especial de stand up,MOVIE,2018,['comedy'],['CO'],4.9,69
3072,Kavin Jay : Everybody Calm Down!,MOVIE,2018,"['comedy', 'documentation']",['XX'],5.9,232
3073,Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,['comedy'],['MX'],6.7,80
3074,Coco y Raulito: Carrusel de ternura,MOVIE,2018,['comedy'],['MX'],6.6,39
3075,First Love,MOVIE,2018,"['drama', 'romance']",['PH'],6,149
3076,Fernando Sanjiao: Hombre,MOVIE,2018,['comedy'],['AR'],6.3,57
3079,Ricardo Quevedo: Hay gente así,MOVIE,2018,['comedy'],['CO'],6.3,104
3080,Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,"['romance', 'comedy']",['CO'],4.6,216
3081,The Lost Café,MOVIE,2018,"['drama', 'comedy']","['NO', 'NG']",6.4,24
3084,Good Game: The Beginning,MOVIE,2018,"['comedy', 'drama', 'sport']",['TR'],4.4,1796
3085,Santo cachón,MOVIE,2018,['comedy'],['CO'],4.8,53
3086,Pinky Memsaab,MOVIE,2018,"['drama', 'family']",['PK'],6.3,521
3089,"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,2018,['comedy'],['BR'],5.2,20
3090,Hadithi za Kumekucha: Fatuma,MOVIE,2018,['drama'],['TZ'],7.6,8
3091,Echcharikkai,MOVIE,2018,"['thriller', 'crime', 'drama']",['IN'],6.3,307
3092,Nathicharami,MOVIE,2018,['drama'],['IN'],7.2,316
3095,Table Manners,MOVIE,2018,"['comedy', 'drama']","['ZA', 'CA']",5.1,43
3096,Salam - The First ****** Nobel Laureate,MOVIE,2018,['documentation'],['US'],7.8,414
3097,Todd Glass: Act Happy,MOVIE,2018,['comedy'],['US'],5.1,366
3098,Lilli,MOVIE,2018,['thriller'],['IN'],5.7,278
3101,Enissa Amani: Ehrenwort,MOVIE,2018,"['comedy', 'european']",['US'],5.5,194
3103,Aruna & Her Palate,MOVIE,2018,"['romance', 'drama']",['ID'],7.2,765
3104,Into the Wind,MOVIE,2018,"['drama', 'european']",['CZ'],4.2,42
3105,Baby Mamas,MOVIE,2018,"['drama', 'comedy']",['ZA'],6.6,63
3106,The Break with Michelle Wolf,SHOW,2018,['comedy'],['US'],5.1,1862
3109,Yoo Byung Jae: Too Much Information,MOVIE,2018,['comedy'],['KR'],5.3,53
3111,Sei,MOVIE,2018,"['thriller', 'action', 'crime']",['IN'],4.2,64
3113,Christmas Catch,MOVIE,2018,"['romance', 'comedy', 'crime']",['CA'],5.3,1428
3114,Project Papa,MOVIE,2018,['drama'],['XX'],6.3,35
3116,#FriendButMarried,MOVIE,2018,"['romance', 'comedy', 'drama']",['ID'],6.9,695
3117,Mr. Chandramouli,MOVIE,2018,"['romance', 'sport', 'comedy']",['IN'],5.1,234
3118,Sebastián Marcelo Wainraich,MOVIE,2018,['comedy'],['AR'],6.4,105
3120,Dhh,MOVIE,2018,"['drama', 'family']",['IN'],7.9,320
3121,Three Words to Forever,MOVIE,2018,"['drama', 'romance', 'comedy', 'family']",['XX'],6.8,109
3125,Next Enti?,MOVIE,2018,"['drama', 'romance', 'comedy']",['XX'],4.6,159
3127,The Sound of Your Heart: Reboot,SHOW,2018,['comedy'],['KR'],5.9,134
3128,Luo Bao Bei,SHOW,2018,['animation'],[],8,38
3132,Harith Iskander: I Told You So,MOVIE,2018,['comedy'],['US'],4.6,172
3133,Memories of Love,SHOW,2018,"['drama', 'romance']",['CN'],5.9,16
3134,Wedy Atkalam,MOVIE,2018,"['drama', 'comedy']",['KW'],5.8,17
3136,We Speak Dance,SHOW,2018,['documentation'],['US'],7.5,148
3138,For the Broken Hearted,MOVIE,2018,['drama'],['PH'],6.7,94
3140,Babamın Ceketi,MOVIE,2018,['comedy'],['TR'],4.9,854
3141,Until Midnight,MOVIE,2018,"['drama', 'thriller']",['AE'],6.9,717
3144,Fakkah Fuzz: Almost Banned,MOVIE,2018,['comedy'],['XX'],4.3,56
3145,Vir Das: Losing It,MOVIE,2018,['comedy'],['US'],7,1238
3146,What Did I Mess,MOVIE,2018,"['romance', 'comedy']",['LB'],7.1,695
3147,YG Future Strategy Office,SHOW,2018,['comedy'],['KR'],6.9,204
3149,Dilan 1990,MOVIE,2018,"['romance', 'drama']",['ID'],7,3294
3150,Ascharya Fuck It,MOVIE,2018,"['thriller', 'drama', 'romance']",['IN'],5.4,904
3151,Fary Is the New Black,MOVIE,2018,"['comedy', 'european']",['FR'],5.8,132
3153,Brij Mohan Amar Rahe!,MOVIE,2018,"['comedy', 'drama', 'crime']",['IN'],7,3759
3154,W. Kamau Bell: Private School Negro,MOVIE,2018,['comedy'],['US'],6.4,770
3157,Hajwala 2: Mysterious Mission,MOVIE,2018,"['action', 'comedy']",['AE'],4,91
3159,Fan of Amoory,MOVIE,2018,['drama'],['AE'],5.9,35
3160,Bogda,MOVIE,2018,['drama'],['IN'],7.2,52
3161,Rise: Ini Kalilah,MOVIE,2018,['drama'],['MY'],5.1,40
3164,The Suit,MOVIE,2018,"['comedy', 'family', 'action', 'drama']",['EG'],5.4,1608
3168,Super Monsters Save Halloween,MOVIE,2018,"['animation', 'family']",['US'],5.4,27
3169,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,"['animation', 'fantasy']",['US'],5.3,95
3172,Komola Rocket,MOVIE,2018,['drama'],['BD'],7.4,1017
3173,Lara and the Beat,MOVIE,2018,"['drama', 'music', 'romance']",['NG'],6.7,146
3174,Luna Petunia Return to Amazia,SHOW,2018,['animation'],['US'],4.8,48
3175,Si Doel the Movie,MOVIE,2018,"['drama', 'comedy', 'romance']",['ID'],6.9,415
3176,Bahasha,MOVIE,2018,['drama'],['TZ'],7,23
3178,Russian Doll,SHOW,2019,"['drama', 'comedy']",['US'],7.8,88945
3179,The Gentlemen,MOVIE,2019,"['comedy', 'crime', 'action']","['US', 'GB']",7.8,314049
3181,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",['JP'],8.7,88265
3182,Sex Education,SHOW,2019,"['drama', 'comedy']",['GB'],8.3,251168
3183,After Life,SHOW,2019,"['comedy', 'drama']",['GB'],8.5,124972
3184,"Love, Death & Robots",SHOW,2019,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",['US'],8.4,131937
3185,The Umbrella Academy,SHOW,2019,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],8,202522
3186,The Witcher,SHOW,2019,"['scifi', 'action', 'drama', 'fantasy', 'horror']",['US'],8.2,465949
3188,Uncut Gems,MOVIE,2019,"['drama', 'thriller', 'comedy', 'crime']",['US'],7.4,261956
3190,Formula 1: Drive to Survive,SHOW,2019,"['documentation', 'sport']",['GB'],8.6,36661
3193,Selling Sunset,SHOW,2019,['reality'],['US'],6.5,5482
3194,Dead to Me,SHOW,2019,"['drama', 'crime', 'comedy']",['US'],8,73110
3195,I Think You Should Leave with Tim Robinson,SHOW,2019,['comedy'],['US'],7.9,11411
3199,Unbelievable,SHOW,2019,"['drama', 'crime']",['US'],8.4,95658
3200,ULTRAMAN,SHOW,2019,"['scifi', 'action', 'drama', 'fantasy', 'animation']",['JP'],6.8,2025
3202,Virgin River,SHOW,2019,"['drama', 'romance']",['US'],7.4,34797
3205,Rambo: Last Blood,MOVIE,2019,"['thriller', 'western', 'action']","['US', 'CN']",6.1,95013
3207,Freaks,MOVIE,2019,"['scifi', 'thriller', 'drama']","['US', 'CA']",6.7,34111
3208,The King,MOVIE,2019,"['drama', 'history', 'romance', 'war']","['AU', 'US']",7.3,119020
3209,Are You Afraid of the Dark?,SHOW,2019,"['thriller', 'horror', 'family', 'drama', 'fantasy']",['US'],7.1,2151
3211,In the Dark,SHOW,2019,"['comedy', 'drama', 'crime', 'horror', 'action']",['US'],7.7,10927
3214,Tuca & Bertie,SHOW,2019,"['comedy', 'animation']",['US'],7.3,6724
3216,The Irishman,MOVIE,2019,"['drama', 'crime', 'history', 'thriller']",['US'],7.8,371209
3217,Synchronic,MOVIE,2019,"['horror', 'scifi', 'thriller', 'drama']",['US'],6.2,28617
3221,21 Bridges,MOVIE,2019,"['action', 'drama', 'crime', 'thriller']",['US'],6.6,64117
3223,Marriage Story,MOVIE,2019,"['drama', 'romance', 'comedy']",['GB'],7.9,290643
3226,Criminal: UK,SHOW,2019,"['drama', 'thriller', 'crime']",['GB'],7.6,17992
3229,El Camino: A Breaking Bad Movie,MOVIE,2019,"['thriller', 'drama', 'crime', 'action']",['US'],7.3,216847
3235,In the Shadow of the Moon,MOVIE,2019,"['thriller', 'crime', 'scifi']","['US', 'CA']",6.2,49894
3237,Raising Dion,SHOW,2019,"['scifi', 'drama']",['US'],7.1,14464
3239,Kingdom,SHOW,2019,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",['KR'],8.3,43760
3241,Black Summer,SHOW,2019,"['scifi', 'action', 'drama', 'horror', 'thriller']",['US'],6.5,28657
3242,Fantastic Fungi,MOVIE,2019,['documentation'],['US'],7.4,7890
3243,The Promised Neverland,SHOW,2019,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",['JP'],8.4,34730
3246,6 Underground,MOVIE,2019,"['action', 'thriller', 'comedy']",['US'],6.1,168919
3249,The Dark Crystal: Age of Resistance,SHOW,2019,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']","['GB', 'US']",8.4,24164
3250,When They See Us,SHOW,2019,"['drama', 'history', 'crime']",['US'],8.9,114127
3251,Cocomelon,SHOW,2019,"['animation', 'comedy', 'family']","['US', 'GB']",4.9,522
3252,Another Life,SHOW,2019,"['scifi', 'thriller', 'drama']",['US'],5.2,35108
3254,Living with Yourself,SHOW,2019,"['drama', 'comedy', 'scifi']",['US'],7.2,30134
3255,The Platform,MOVIE,2019,"['horror', 'scifi', 'thriller', 'european']",['ES'],7,207877
3256,The Movies That Made Us,SHOW,2019,"['history', 'documentation', 'family']",['US'],7.6,6147
3257,Giri/Haji,SHOW,2019,"['thriller', 'crime', 'drama']",['GB'],7.8,13570
3258,Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,"['crime', 'documentation']","['US', 'GB']",8,50250
3260,Always Be My Maybe,MOVIE,2019,"['romance', 'comedy']",['US'],6.8,54166
3262,Scary Stories to Tell in the Dark,MOVIE,2019,"['horror', 'thriller']","['CA', 'CN', 'US']",6.2,73859
3263,The Valhalla Murders,SHOW,2019,"['thriller', 'crime', 'drama', 'scifi']",['IS'],7.1,13038
3264,Triple Frontier,MOVIE,2019,"['thriller', 'action', 'crime', 'drama']",['US'],6.4,124218
3265,Fast Color,MOVIE,2019,"['thriller', 'drama', 'scifi']",['US'],6,6194
3267,Official Secrets,MOVIE,2019,"['thriller', 'crime', 'drama', 'war', 'romance']","['GB', 'US']",7.3,45200
3270,I Am Mother,MOVIE,2019,"['scifi', 'thriller', 'horror', 'drama']",['AU'],6.7,87891
3271,Marianne,SHOW,2019,"['thriller', 'drama', 'horror']",['FR'],7.4,14518
3273,"Roswell, New Mexico",SHOW,2019,"['scifi', 'drama', 'romance']",['US'],6.2,11928
3280,To the Lake,SHOW,2019,"['scifi', 'thriller', 'drama']",['RU'],7.2,12456
3284,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,"['crime', 'history', 'documentation']",['US'],7.8,27439
3285,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,"['crime', 'drama', 'thriller']",['US'],6.7,91162
3292,After,MOVIE,2019,"['drama', 'romance']",['US'],5.2,52180
3293,Dolemite Is My Name,MOVIE,2019,"['comedy', 'drama']",['US'],7.2,59836
3296,The Order,SHOW,2019,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']",['US'],6.7,27286
3297,The Professor and the Madman,MOVIE,2019,"['thriller', 'drama', 'history', 'european']","['US', 'FR', 'IE']",7.2,44418
3300,Love on the Spectrum,SHOW,2019,"['reality', 'documentation', 'romance']",['AU'],8.6,5210
3301,Code 8,MOVIE,2019,"['scifi', 'thriller', 'action', 'crime', 'drama']","['GB', 'US', 'CA']",6.1,38850
3305,The Wind,MOVIE,2019,"['western', 'thriller', 'horror']",['US'],5.5,8078
3307,Five Feet Apart,MOVIE,2019,"['romance', 'drama']",['US'],7.2,61878
3310,Murder Mystery,MOVIE,2019,"['comedy', 'action', 'crime', 'romance']",['US'],6,120532
3313,The Politician,SHOW,2019,"['comedy', 'drama']",['US'],7.5,21887
3314,The Society,SHOW,2019,"['scifi', 'thriller', 'drama']",['US'],7,27693
3315,The Untamed,SHOW,2019,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",['CN'],8.8,5963
3317,Fyre,MOVIE,2019,"['documentation', 'crime', 'music']",['US'],7.2,44715
3318,Fractured,MOVIE,2019,['thriller'],['US'],6.4,70860
3320,Our Planet,SHOW,2019,['documentation'],['GB'],9.3,41386
3321,The Family,SHOW,2019,"['documentation', 'sport', 'reality']",['US'],6.4,3491
3322,The Spy,SHOW,2019,"['drama', 'history']",['FR'],7.9,40535
3324,Daybreak,SHOW,2019,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",['US'],6.7,19398
3325,The Highwaymen,MOVIE,2019,"['thriller', 'crime', 'drama']",['US'],6.9,88714
3328,The Dirt,MOVIE,2019,"['drama', 'music', 'comedy']",['US'],6.9,47603
3332,Merli: Dare to Know,SHOW,2019,"['drama', 'comedy']",['ES'],7.6,1711
3338,Polar,MOVIE,2019,"['action', 'crime', 'drama', 'thriller', 'european']","['US', 'DE']",6.3,87080
3339,DC Super Hero Girls,SHOW,2019,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']",['US'],7.2,1193
3346,Someone Great,MOVIE,2019,"['romance', 'comedy']",['US'],6.2,21501
3349,Sweetheart,MOVIE,2019,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",['US'],5.8,8074
3350,WHAT / IF,SHOW,2019,"['drama', 'thriller']",['US'],6.3,15135
3354,The Laundromat,MOVIE,2019,"['drama', 'comedy', 'crime', 'history']",['US'],6.3,49391
3356,Trinkets,SHOW,2019,"['comedy', 'crime', 'drama']",['US'],7,10263
3358,The Two Popes,MOVIE,2019,"['drama', 'comedy', 'history']",['US'],7.6,120871
3360,BEASTARS,SHOW,2019,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']",['JP'],7.7,9440
3362,Undercover,SHOW,2019,"['drama', 'crime', 'thriller']",['BE'],7.8,16773
3363,IO,MOVIE,2019,"['scifi', 'romance', 'drama']",['US'],4.7,33724
3365,Velvet Buzzsaw,MOVIE,2019,"['thriller', 'horror', 'comedy']",['US'],5.7,59491
3366,Bonding,SHOW,2019,"['comedy', 'drama']",['US'],7.1,15871
3369,Can You Keep a Secret?,MOVIE,2019,"['comedy', 'romance']",['US'],5.3,16049
3370,Wu Assassins,SHOW,2019,"['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],6.4,12799
3371,Greatest Events of WWII in Colour,SHOW,2019,"['documentation', 'history', 'war']",['GB'],8.7,8508
3373,Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,"['scifi', 'animation', 'comedy', 'family']",['CA'],6.7,272
3374,The Red Sea Diving Resort,MOVIE,2019,"['thriller', 'drama', 'history']","['US', 'CA']",6.6,28051
3375,Green Eggs and Ham,SHOW,2019,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']",['US'],8.1,2556
3377,American Factory,MOVIE,2019,['documentation'],['US'],7.4,21415
3379,The Wandering Earth,MOVIE,2019,"['scifi', 'drama', 'action', 'thriller']",['CN'],5.9,29840
3382,Wine Country,MOVIE,2019,"['comedy', 'drama']",['US'],5.4,20836
3383,Between Two Ferns: The Movie,MOVIE,2019,['comedy'],['US'],6.1,31193
3384,Avengement,MOVIE,2019,"['action', 'crime', 'thriller']",['GB'],6.5,15426
3386,The Wolf's Call,MOVIE,2019,"['thriller', 'war', 'drama', 'action', 'scifi', 'european']",['FR'],6.9,17236
3387,The Silence,MOVIE,2019,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']",['DE'],5.3,43732
3389,L.A.'s Finest,SHOW,2019,"['drama', 'crime', 'thriller', 'action', 'comedy']",['US'],6.1,7000
3390,Holiday Secrets,SHOW,2019,['drama'],['DE'],6.5,1134
3392,Interior Design Masters,SHOW,2019,['reality'],['GB'],6.4,1356
3393,A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,"['comedy', 'animation', 'family', 'fantasy', 'scifi']","['GB', 'FR']",6.8,13267
3396,Dare Me,SHOW,2019,"['thriller', 'crime', 'reality']",['US'],6.6,5098
3397,Atlantics,MOVIE,2019,"['fantasy', 'drama', 'romance']","['SN', 'BE', 'FR']",6.7,9306
3398,Last Breath,MOVIE,2019,"['documentation', 'european']","['BE', 'SE', 'GB']",7.7,5447
3399,The Gift,SHOW,2019,"['scifi', 'drama', 'fantasy']",['TR'],7,21582
3400,The Boy Who Harnessed the Wind,MOVIE,2019,"['drama', 'history']","['MW', 'GB', 'US']",7.6,36805
3401,We Have Always Lived in the Castle,MOVIE,2019,"['thriller', 'drama']",['US'],5.6,7063
3403,Doom: Annihilation,MOVIE,2019,"['scifi', 'horror', 'thriller', 'action']",['US'],3.7,9200
3406,Blown Away,SHOW,2019,"['reality', 'documentation', 'comedy', 'history']",['CA'],7.1,2876
3407,Girl on the Third Floor,MOVIE,2019,"['thriller', 'drama', 'horror']",['US'],4.7,9823
3409,The Great Hack,MOVIE,2019,"['documentation', 'history']",['US'],7.1,22838
3410,Rocks,MOVIE,2019,['drama'],['GB'],7.4,4552
3414,Ip Man 4: The Finale,MOVIE,2019,"['drama', 'history', 'action']","['CN', 'HK']",7,30694
3415,Ophelia,MOVIE,2019,"['drama', 'history', 'romance', 'thriller', 'war']","['GB', 'US']",6.6,10357
3417,The Devil Next Door,SHOW,2019,"['documentation', 'crime', 'history']","['US', 'IL']",7.6,13084
3420,In the Tall Grass,MOVIE,2019,"['drama', 'thriller', 'horror', 'scifi']","['US', 'CA']",5.4,54391
3421,Toy Boy,SHOW,2019,"['crime', 'action', 'drama', 'thriller']",['ES'],6.5,7371
3422,Paradise Hills,MOVIE,2019,"['fantasy', 'thriller', 'scifi', 'european']","['ES', 'US']",5.3,22298
3425,Rust Creek,MOVIE,2019,"['thriller', 'crime', 'drama', 'horror']",['US'],5.9,11136
3428,The Twelve,SHOW,2019,"['thriller', 'drama']",['BE'],7.5,5005
3430,Eli,MOVIE,2019,"['horror', 'thriller', 'drama']",['US'],5.8,34477
3431,I Lost My Body,MOVIE,2019,"['fantasy', 'drama', 'animation', 'romance', 'european']",['FR'],7.5,31531
3435,Klaus,MOVIE,2019,"['comedy', 'family', 'animation', 'european']",['ES'],8.1,141480
3438,Sword of Trust,MOVIE,2019,"['comedy', 'drama']",['US'],6.3,3558
3439,Northern Rescue,SHOW,2019,"['drama', 'family']",['CA'],7.1,4105
3444,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,"['music', 'documentation', 'history']",['US'],7.6,6550
3446,Vita & Virginia,MOVIE,2019,"['drama', 'romance', 'european']","['IE', 'GB']",5.7,3767
3449,Garth Brooks: The Road I'm On,SHOW,2019,"['reality', 'documentation']",['US'],7.4,285
3452,Children of the Sea,MOVIE,2019,"['thriller', 'animation', 'fantasy', 'scifi', 'drama', 'family']",['JP'],6.5,2622
3453,The Confession Killer,SHOW,2019,"['crime', 'documentation']",['US'],7.4,8733
3455,The Game Changers,MOVIE,2019,['documentation'],['US'],7.8,19708
3456,Traitors,SHOW,2019,"['war', 'thriller']",['GB'],6.6,3020
3458,Tidying Up with Marie Kondo,SHOW,2019,['reality'],['US'],6.6,3529
3462,Tales of the City,SHOW,2019,['drama'],['US'],7.4,7715
3463,Charlie Says,MOVIE,2019,"['crime', 'drama', 'documentation']",['US'],5.9,4256
3464,Mike Birbiglia: The New One,MOVIE,2019,['comedy'],[],7.7,1815
3465,Historical Roasts,SHOW,2019,['comedy'],['US'],5.3,1675
3466,1BR,MOVIE,2019,"['horror', 'thriller', 'drama']",['US'],5.8,11983
3467,Bill Burr: Paper Tiger,MOVIE,2019,['comedy'],"['GB', 'US']",8.1,10649
3469,The Silence of Others,MOVIE,2019,"['documentation', 'history', 'european']","['FR', 'ES', 'US', 'CA']",8,2048
3477,Tell Me Who I Am,MOVIE,2019,"['thriller', 'drama', 'documentation']",['GB'],7.6,14215
3479,The I-Land,SHOW,2019,"['drama', 'scifi', 'reality']",['US'],4.6,16918
3481,Skylines,SHOW,2019,"['drama', 'music', 'crime', 'documentation', 'reality']",['DE'],7.5,2627
3482,Paddleton,MOVIE,2019,"['drama', 'comedy']",['US'],7.1,13419
3483,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,['documentation'],['US'],7.9,10776
3487,Chambers,SHOW,2019,"['drama', 'thriller', 'fantasy', 'horror']",['US'],6.4,8380
3488,"The Mind, Explained",SHOW,2019,['documentation'],['US'],8,5230
3490,The Chef Show,SHOW,2019,['documentation'],['US'],8.2,5025
3493,The Last Czars,SHOW,2019,"['documentation', 'drama', 'history', 'romance', 'war']",['GB'],7.3,8096
3497,How to Sell Drugs Online (Fast),SHOW,2019,"['drama', 'comedy', 'crime', 'romance']",['DE'],7.9,30734
3498,The Kindness of Strangers,MOVIE,2019,"['drama', 'european']","['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",6.4,3515
3507,Hotel Del Luna,SHOW,2019,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],8.2,7832
3509,Her Private Life,SHOW,2019,"['drama', 'comedy', 'romance']",['KR'],7.7,3665
3510,Rim of the World,MOVIE,2019,"['comedy', 'scifi', 'action']",['US'],5.2,23651
3512,Power Rangers Beast Morphers,SHOW,2019,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",['ES'],6.5,585
3514,Capitani,SHOW,2019,"['thriller', 'crime', 'drama']",['LU'],6.6,4355
3516,The Best of Enemies,MOVIE,2019,"['drama', 'history']",['US'],7.3,16441
3517,Home for Christmas,SHOW,2019,"['comedy', 'drama', 'romance']",['NO'],7.7,13670
3518,Quicksand,SHOW,2019,"['drama', 'crime', 'thriller']",['SE'],7.5,21077
3522,Secret Obsession,MOVIE,2019,"['thriller', 'drama']",['US'],4.4,21011
3529,Special,SHOW,2019,"['comedy', 'drama']",['US'],7.6,9202
3530,Exhibit A,SHOW,2019,"['crime', 'family', 'documentation']",['US'],6.3,1030
3532,See You Yesterday,MOVIE,2019,"['drama', 'action', 'crime', 'scifi', 'thriller']",['US'],5.2,10663
3533,Turn Up Charlie,SHOW,2019,"['drama', 'comedy', 'music']",['GB'],7.1,7251
3534,The Disappearance of Madeleine McCann,SHOW,2019,"['crime', 'documentation']",['GB'],6.6,10286
3536,Ride Like a Girl,MOVIE,2019,"['drama', 'sport']",['AU'],7,3865
